roll_number,legal,address,land_area,land_area_unit,subdivision,zoning,market_land_site_area,market_land_site_area_unit,year_of_assessment,assessment_value,street_number,route,locality,administrative_area_level_1,administrative_area_level_2,country,postal_code,latitude,longitude
71501,0627232 4 1,10101 - 97 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"415,120",10101,97 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0C8,53.8038272,-113.6378549
71502,0627232 4 2,10103 - 97 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"519,040",10103,97 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0C8,53.8039513,-113.6378647
71503,0627232 4 3,10105 - 97 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"98,970",10105,97 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0C8,53.804064,-113.637747
71504,0627232 4 4,10107 - 97 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"428,280",10107,97 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0C8,53.8042442,-113.6378487
71505,0627232 4 5,10109 - 97 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"413,610",10109,97 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0C8,53.8043206,-113.637824
71506,0627232 4 6,10111 - 97 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"412,000",10111,97 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0C8,53.8044987,-113.6378433
71507,0627232 4 7,10113 - 97 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"490,950",10113,97 Street,Morinville,Alberta,Division No. 11,Canada,,53.8075206,-113.6396093
71508,0627232 4 8,10115 - 97 STREET,6,Acres,Town of Morinville,Single Det Compact Residential,6,Acres,2014,"459,440",10115,97 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0C8,53.804787,-113.6377285
71509,0627232 4 9,9702 - 102 AVENUE,11,Acres,Town of Morinville,Single Det Compact Residential,11,Acres,2014,"438,840",9702,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C8,53.8048627,-113.6379009
71510,0627232 4 10,9704 - 102 AVENUE,7,Acres,Town of Morinville,Single Det Compact Residential,7,Acres,2014,"461,610",9704,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C8,53.805002,-113.637933
71511,0627232 4 11,9706 - 102 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"391,860",9706,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C8,53.805004,-113.638256
71512,0627232 4 12,9708 - 102 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"386,470",9708,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C8,53.8048794,-113.6384946
71513,0627232 4 13,9710 -102 AVENUE,6,Acres,Town of Morinville,Single Det Compact Residential,6,Acres,2014,"468,050",9710,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C8,53.8048392,-113.6387269
71514,0627232 4 14PUL,,3,Acres,Town of Morinville,Urban reserve,3,Acres,2014,"77,930",,,,,,,,,
71515,0627232 4 15,9712 - 102 AVENUE,6,Acres,Town of Morinville,Single Det Compact Residential,6,Acres,2014,"431,800",9712,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C8,53.805009,-113.639151
71516,0627232 4 16,9714 - 102 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"335,300",9714,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C8,53.805009,-113.639389
71517,0627232 4 17,9716 - 102 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"371,260",9716,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C8,53.8048714,-113.6396625
71518,0627232 4 18,9718 - 102 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"393,640",9718,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C8,53.805006,-113.639804
71519,0627232 4 19,9720 - 102 AVENUE,7,Acres,Town of Morinville,Single Det Compact Residential,7,Acres,2014,"507,270",9720,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C8,53.8049322,-113.639997
71520,0627232 4 20,9722 - 102 AVENUE,11,Acres,Town of Morinville,Single Det Compact Residential,11,Acres,2014,"565,770",9722,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C8,53.804976,-113.640407
71521,0627232 4 21,9724 - 102 AVENUE,7,Acres,Town of Morinville,Single Det Compact Residential,7,Acres,2014,"473,390",9724,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C8,53.8047303,-113.6404178
71522,0627232 4 22,9723 - 102 AVENUE,8,Acres,Town of Morinville,Single Det Compact Residential,8,Acres,2014,"118,480",9723,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C8,53.80457,-113.640412
71523,0627232 4 23,9721 - 102 AVENUE,11,Acres,Town of Morinville,Single Det Compact Residential,11,Acres,2014,"587,340",9721,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C8,53.804408,-113.640346
71524,0627232 4 24,9719 - 102 AVENUE,12,Acres,Town of Morinville,Single Det Compact Residential,12,Acres,2014,"739,600",9719,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C8,53.804407,-113.639873
71525,0627232 4 26,9717 - 102 AVENUE,8,Acres,Town of Morinville,Single Det Compact Residential,8,Acres,2014,"514,510",9717,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C8,53.804497,-113.639485
71526,0627232 4 27PUL,,3,Acres,Town of Morinville,Single Det Compact Residential,3,Acres,2014,"81,590",,,,,,,,,
71527,0627232 4 28,9702 - 101A AVENUE,6,Acres,Town of Morinville,Single Det Compact Residential,6,Acres,2014,"408,710",9702,101 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1B3,53.803848,-113.639655
71528,0627232 4 29,9704 - 101A AVENUE,6,Acres,Town of Morinville,Single Det Compact Residential,6,Acres,2014,"638,180",9704,101A Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C8,53.8044097,-113.6385615
71529,0627232 4 30,9706 - 101A AVENUE,9,Acres,Town of Morinville,Single Det Compact Residential,9,Acres,2014,"505,160",9706,101A Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C8,53.804218,-113.6383164
71530,0627232 4 31,9708 - 101A AVENUE,8,Acres,Town of Morinville,Single Det Compact Residential,8,Acres,2014,"472,060",9708,101A Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C8,53.804219,-113.638498
71531,0627232 4 32,9707 - 101A AVENUE,9,Acres,Town of Morinville,Single Det Compact Residential,9,Acres,2014,"450,460",9707,101A Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C8,53.80414,-113.6389607
71532,0627232 4 33,9705 - 101A AVENUE,11,Acres,Town of Morinville,Single Det Compact Residential,11,Acres,2014,"531,590",9705,101A Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C8,53.8039951,-113.6388118
71533,0627232 4 34,9703 - 101A AVENUE,7,Acres,Town of Morinville,Single Det Compact Residential,7,Acres,2014,"464,600",9703,101A Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C8,53.8039113,-113.6386283
71534,0627232 4 35,9701 - 101A AVENUE,6,Acres,Town of Morinville,Single Det Compact Residential,6,Acres,2014,"438,010",9701,101A Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C8,53.8043878,-113.6385846
71535,0627232 4 36PUL,,3,Acres,Town of Morinville,Single Det Compact Residential,3,Acres,2014,"78,810",,,,,,,,,
71536,0627232 4 37PUL,,1,Acres,Town of Morinville,Single Det Compact Residential,1,Acres,2014,"64,370",,,,,,,,,
412700,0720309 35 69,10201 - 96 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"433,700",10201,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B5,53.80512,-113.63622
412100,0720309 35 70,9512 - 102 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"118,800",9512,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B5,53.805254,-113.635985
412200,0720309 35 71,9510 - 102 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"215,950",9510,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B5,53.805291,-113.635791
412300,0720309 35 72,9508 - 102 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"245,360",9508,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C8,53.8052638,-113.6352239
412400,0720309 35 73,9506 - 102 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"114,490",9506,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B5,53.80542,-113.63542
412500,0720309 35 74,9504 - 102 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"113,550",9504,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B5,53.805404,-113.635211
412600,0720309 35 75,9502 - 102 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"112,980",9502,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B5,53.805457,-113.635039
410900,0720309 38 15,10202 - 96 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"449,550",10202,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B5,53.8049939,-113.6369696
410800,0720309 38 16,10118 - 96 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"109,610",10118,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B5,53.804857,-113.637233
410700,0720309 38 17,10116 - 96 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"387,400",10116,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B5,53.8047416,-113.636973
410600,0720309 38 18,10114 - 96 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"379,990",10114,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B5,53.804622,-113.637244
410500,0720309 38 19,10112 - 96 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"390,410",10112,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B5,53.804508,-113.637257
410400,0720309 38 20,10110 - 96 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"372,350",10110,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B5,53.8044104,-113.6369553
410300,0720309 38 21,10108 - 96 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"453,360",10108,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B5,53.8042905,-113.6369864
410200,0720309 38 22,10106 - 96 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"230,820",10106,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B5,53.804123,-113.637257
410100,0720309 38 23,10104 - 96 STREET,8,Acres,Town of Morinville,Single Det Compact Residential,8,Acres,2014,"121,730",10104,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B5,53.804016,-113.637031
410000,0720309 38 24,10102 - 96 STREET,7,Acres,Town of Morinville,Single Det Compact Residential,7,Acres,2014,"424,980",10102,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B5,53.803904,-113.636927
412000,0720309 38 25PUL,,2,Acres,Town of Morinville,Urban reserve,2,Acres,2014,"79,030",,,,,,,,,
411000,0720309 38 26,10101 - 96 STREET,8,Acres,Town of Morinville,Single Det Compact Residential,8,Acres,2014,"412,490",10101,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B5,53.803899,-113.636466
411100,0720309 38 27,10103 - 96 STREET,8,Acres,Town of Morinville,Single Det Compact Residential,8,Acres,2014,"118,510",10103,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B5,53.804008,-113.636213
411200,0720309 38 28,10105 - 96 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"113,030",10105,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B5,53.804154,-113.636127
411300,0720309 38 29,10107 - 96 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"408,810",10107,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B5,53.8042855,-113.63621
411400,0720309 38 30,10109 - 96 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"421,530",10109,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B5,53.804409,-113.636368
411500,0720309 38 31,10111 - 96 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"115,860",10111,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B5,53.804519,-113.636174
411600,0720309 38 32,10113 - 96 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"114,870",10113,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B5,53.804651,-113.636193
411700,0720309 38 33,10115 - 96 STREET,6,Acres,Town of Morinville,Single Det Compact Residential,6,Acres,2014,"397,310",10115,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B5,53.8047709,-113.6364987
411900,0720309 38 35MR,,4.42,Acres,Town of Morinville,Parks & Open Spaces,4.42,Acres,2014,"503,570",,,,,,,,,
412800,0723923 33 17,10611 - 95 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"351,430",10611,95 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A1,53.809946,-113.633644
412900,0723923 33 18,10613 - 95 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"407,310",10613,95 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A1,53.810079,-113.633751
413000,0723923 33 19,10615 - 95 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"444,670",10615,95 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0C7,53.8101082,-113.6341135
413100,0723923 33 20,10617 - 95 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"448,410",10617,95 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0C7,53.8102331,-113.6342908
413200,0723923 33 21PUL,,2,Acres,Town of Morinville,Single Det Compact Residential,2,Acres,2014,"71,340",,,,,,,,,
413300,0723923 33 22,9502 - 107 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"453,570",9502,107 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C7,53.810432,-113.634317
413400,0723923 33 23,9504 - 107 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"425,850",9504,107 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C7,53.8102687,-113.6347548
413500,0723923 33 24,9506 - 107 AVENUE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"416,900",9506,107 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C7,53.8103229,-113.6348916
413600,0723923 33 25,9508 - 107 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"432,860",9508,107 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C7,53.8103637,-113.6350393
413700,0723923 33 26,9510 - 107 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"364,740",9510,107 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C7,53.810644,-113.635038
413800,0723923 33 27,9512 - 107 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"410,220",9512,107 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C7,53.8104154,-113.6353547
413900,0723923 33 28,9514 - 107 AVENUE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"370,940",9514,107 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C7,53.8104261,-113.6355156
414000,0723923 33 29,9516 - 107 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"370,750",9516,107 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C7,53.810717,-113.635672
414100,0723923 33 30,9518 - 107 AVENUE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"354,250",9518,107 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C7,53.810441,-113.6358408
414200,0723923 33 31,9520 - 107 AVENUE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"362,480",9520,107 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C7,53.810712,-113.636035
414300,0723923 33 32,9522 - 107 AVENUE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"389,360",9522,107 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C7,53.8104368,-113.6361646
414400,0723923 33 33,9524 - 107 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"435,460",9524,107 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C7,53.810734,-113.636734
414500,0723923 33 34MR,,1.38,Acres,Town of Morinville,Parks & Open Spaces,1.38,Acres,2014,"275,060",,,,,,,,,
414600,0723923 33 35,9526 - 107 AVENUE,0.26,Acres,Town of Morinville,Single Det Compact Residential,0.26,Acres,2014,"142,300",9526,107 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C7,53.810733,-113.636726
414700,0723923 38 1PUL,,2,Acres,Town of Morinville,Single Det Compact Residential,2,Acres,2014,"69,260",,,,,,,,,
414800,0723923 38 2,9501 - 107 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"364,610",9501,107 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C7,53.810032,-113.634885
414900,0723923 38 3,9503 - 107 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"144,320",9503,107 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C7,53.81009,-113.635069
415000,0723923 38 4,9505 - 107 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"466,080",9505,107 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C7,53.8103934,-113.6353588
415100,0723923 38 5,9507 - 107 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"552,960",9507,107 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C7,53.810196,-113.635474
415200,0723923 38 6,9509 - 107 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"460,280",9509,107 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C7,53.8104076,-113.6355734
415300,0723923 38 7,9511 - 107 AVENUE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"455,520",9511,107 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C7,53.8104126,-113.6356804
415400,0723923 38 8,9513 - 107 AVENUE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"469,340",9513,107 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C7,53.8104175,-113.635788
415500,0723923 38 9,9515 - 107 AVENUE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"444,210",9515,107 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C7,53.810203,-113.636271
415600,0723923 38 10,9517 - 107 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"172,110",9517,107 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C7,53.810201,-113.63644
415700,0723923 38 11,9519 - 107 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"492,880",9519,107 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C7,53.810349,-113.637226
415800,0723923 38 12MR,,2.05,Acres,Town of Morinville,Parks & Open Spaces,2.05,Acres,2014,"307,980",,,,,,,,,
415900,0723923 38 13,,1.04,Acres,Town of Morinville,Two Unit Residential,1.04,Acres,2014,"103,850",,,,,,,,,
416000,0723923 37 1,10612 - 95 STREET,6,Acres,Town of Morinville,Single Det Compact Residential,6,Acres,2014,"498,390",10612,95 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A1,53.809877,-113.634602
416100,0723923 37 2,10610 - 95 STREET,6,Acres,Town of Morinville,Single Det Compact Residential,6,Acres,2014,"397,790",10610,95 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A1,53.8097512,-113.6345067
25101,0726385 1,10015C - 103 STREET,3,Acres,Town of Morinville,Medium Density Residential,3,Acres,2014,"194,740",10015,103 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1R7,53.80282,-113.650645
